,movieId,title,userId,rating
0,1,Toy Story,7,3.0
1,1,Toy Story,9,4.0
2,1,Toy Story,13,5.0
3,1,Toy Story,15,2.0
4,1,Toy Story,19,3.0
5,1,Toy Story,20,3.5
6,1,Toy Story,23,3.0
7,1,Toy Story,26,5.0
8,1,Toy Story,30,4.0
9,1,Toy Story,37,4.0
10,1,Toy Story,43,4.0
11,1,Toy Story,44,4.0
12,1,Toy Story,47,5.0
13,1,Toy Story,48,4.0
14,1,Toy Story,55,3.0
15,1,Toy Story,56,4.0
16,1,Toy Story,63,5.0
17,1,Toy Story,67,3.0
18,1,Toy Story,68,4.0
19,1,Toy Story,69,5.0
20,1,Toy Story,70,5.0
21,1,Toy Story,72,3.5
22,1,Toy Story,73,5.0
23,1,Toy Story,75,3.0
24,1,Toy Story,77,4.0
25,1,Toy Story,79,2.0
26,1,Toy Story,84,3.5
27,1,Toy Story,86,3.0
28,1,Toy Story,87,3.0
29,1,Toy Story,89,5.0
30,1,Toy Story,90,4.0
31,1,Toy Story,91,5.0
32,1,Toy Story,92,5.0
33,1,Toy Story,93,4.0
34,1,Toy Story,94,4.0
35,1,Toy Story,97,1.0
36,1,Toy Story,99,4.0
37,1,Toy Story,100,4.0
38,1,Toy Story,106,4.0
39,1,Toy Story,112,5.0
40,1,Toy Story,119,2.0
41,1,Toy Story,120,2.5
42,1,Toy Story,121,4.0
43,1,Toy Story,122,3.0
44,1,Toy Story,124,4.5
45,1,Toy Story,125,4.0
46,1,Toy Story,126,5.0
47,1,Toy Story,128,5.0
48,1,Toy Story,130,3.0
49,1,Toy Story,134,3.5
50,1,Toy Story,136,4.5
51,1,Toy Story,138,2.0
52,1,Toy Story,142,4.0
53,1,Toy Story,146,5.0
54,1,Toy Story,149,3.0
55,1,Toy Story,150,3.0
56,1,Toy Story,152,3.5
57,1,Toy Story,153,5.0
58,1,Toy Story,154,4.0
59,1,Toy Story,157,3.5
60,1,Toy Story,163,3.0
61,1,Toy Story,164,3.5
62,1,Toy Story,165,2.5
63,1,Toy Story,168,5.0
64,1,Toy Story,169,4.0
65,1,Toy Story,173,4.0
66,1,Toy Story,175,4.0
67,1,Toy Story,176,2.0
68,1,Toy Story,177,5.0
69,1,Toy Story,178,4.0
70,1,Toy Story,179,5.0
71,1,Toy Story,184,5.0
72,1,Toy Story,185,5.0
73,1,Toy Story,187,4.0
74,1,Toy Story,193,4.0
75,1,Toy Story,200,3.0
76,1,Toy Story,201,5.0
77,1,Toy Story,205,4.5
78,1,Toy Story,212,3.0
79,1,Toy Story,213,3.0
80,1,Toy Story,215,3.0
81,1,Toy Story,219,5.0
82,1,Toy Story,220,2.0
83,1,Toy Story,224,4.0
84,1,Toy Story,232,3.0
85,1,Toy Story,237,3.0
86,1,Toy Story,240,4.5
87,1,Toy Story,241,3.0
88,1,Toy Story,242,5.0
89,1,Toy Story,247,4.0
90,1,Toy Story,252,3.0
91,1,Toy Story,253,4.5
92,1,Toy Story,261,1.5
93,1,Toy Story,262,2.5
94,1,Toy Story,268,5.0
95,1,Toy Story,272,4.0
96,1,Toy Story,273,4.5
97,1,Toy Story,275,5.0
98,1,Toy Story,282,4.0
99,1,Toy Story,283,3.0
100,1,Toy Story,284,3.0
101,1,Toy Story,285,4.0
102,1,Toy Story,287,5.0
103,1,Toy Story,292,4.0
104,1,Toy Story,293,4.0
105,1,Toy Story,294,4.0
106,1,Toy Story,306,3.0
107,1,Toy Story,311,3.0
108,1,Toy Story,312,5.0
109,1,Toy Story,313,4.0
110,1,Toy Story,314,2.0
111,1,Toy Story,318,1.0
112,1,Toy Story,321,3.0
113,1,Toy Story,324,4.0
114,1,Toy Story,328,4.0
115,1,Toy Story,329,5.0
116,1,Toy Story,333,4.0
117,1,Toy Story,334,5.0
118,1,Toy Story,336,2.0
119,1,Toy Story,343,5.0
120,1,Toy Story,344,4.0
121,1,Toy Story,345,4.5
122,1,Toy Story,350,4.0
123,1,Toy Story,353,3.5
124,1,Toy Story,354,5.0
125,1,Toy Story,355,3.0
126,1,Toy Story,357,5.0
127,1,Toy Story,358,5.0
128,1,Toy Story,361,3.0
129,1,Toy Story,363,5.0
130,1,Toy Story,379,3.5
131,1,Toy Story,380,4.0
132,1,Toy Story,382,3.5
133,1,Toy Story,383,5.0
134,1,Toy Story,390,4.0
135,1,Toy Story,396,5.0
136,1,Toy Story,401,5.0
137,1,Toy Story,402,2.0
138,1,Toy Story,403,4.0
139,1,Toy Story,406,3.5
140,1,Toy Story,407,4.0
141,1,Toy Story,408,2.0
142,1,Toy Story,409,5.0
143,1,Toy Story,410,5.0
144,1,Toy Story,412,4.0
145,1,Toy Story,417,3.5
146,1,Toy Story,418,3.5
147,1,Toy Story,419,4.5
148,1,Toy Story,421,2.0
149,1,Toy Story,422,5.0
150,1,Toy Story,425,4.5
151,1,Toy Story,426,3.0
152,1,Toy Story,428,5.0
153,1,Toy Story,430,4.0
154,1,Toy Story,431,4.5
155,1,Toy Story,432,5.0
156,1,Toy Story,433,4.5
157,1,Toy Story,434,4.0
158,1,Toy Story,437,4.0
159,1,Toy Story,440,4.0
160,1,Toy Story,442,4.0
161,1,Toy Story,447,3.0
162,1,Toy Story,448,3.0
163,1,Toy Story,452,3.5
164,1,Toy Story,455,3.5
165,1,Toy Story,456,3.5
166,1,Toy Story,457,1.5
167,1,Toy Story,458,3.5
168,1,Toy Story,459,5.0
169,1,Toy Story,460,4.5
170,1,Toy Story,461,3.5
171,1,Toy Story,463,3.0
172,1,Toy Story,466,5.0
173,1,Toy Story,468,4.0
174,1,Toy Story,470,3.5
175,1,Toy Story,471,3.5
176,1,Toy Story,472,5.0
177,1,Toy Story,475,4.5
178,1,Toy Story,480,5.0
179,1,Toy Story,481,4.0
180,1,Toy Story,484,3.0
181,1,Toy Story,486,5.0
182,1,Toy Story,490,1.0
183,1,Toy Story,491,5.0
184,1,Toy Story,500,2.0
185,1,Toy Story,501,5.0
186,1,Toy Story,502,4.0
187,1,Toy Story,503,4.0
188,1,Toy Story,506,4.0
189,1,Toy Story,507,3.0
190,1,Toy Story,509,3.0
191,1,Toy Story,510,1.0
192,1,Toy Story,514,4.0
193,1,Toy Story,518,5.0
194,1,Toy Story,520,3.0
195,1,Toy Story,525,2.0
196,1,Toy Story,526,4.0
197,1,Toy Story,529,4.0
198,1,Toy Story,530,5.0
199,1,Toy Story,531,3.0
200,1,Toy Story,534,5.0
201,1,Toy Story,537,5.0
202,1,Toy Story,538,5.0
203,1,Toy Story,542,4.5
204,1,Toy Story,543,5.0
205,1,Toy Story,547,3.5
206,1,Toy Story,548,4.0
207,1,Toy Story,553,4.0
208,1,Toy Story,559,4.0
209,1,Toy Story,560,4.5
210,1,Toy Story,561,3.0
211,1,Toy Story,562,4.5
212,1,Toy Story,564,4.0
213,1,Toy Story,568,3.0
214,1,Toy Story,570,1.5
215,1,Toy Story,574,4.0
216,1,Toy Story,575,3.0
217,1,Toy Story,577,5.0
218,1,Toy Story,580,4.0
219,1,Toy Story,584,5.0
220,1,Toy Story,585,4.0
